Time (s),Comp Pitch with Low Pass
0.00581669807434082,-0.2247595515038279
0.11178469657897949,-0.21878688734642443
0.21775245666503906,-0.2437907652428622
0.3236665725708008,-0.25343435239849144
0.42959165573120117,-0.24274368148967684
0.5354957580566406,-0.24945029914517147
0.6415157318115234,-0.24876409739752456
0.7475414276123047,-0.24883292075841024
0.8534975051879883,-0.24650233316212772
0.9594662189483643,-0.26267884595455426
1.0654401779174805,-1.0927943163095795
1.1713731288909912,1.1630609538897871
1.2773115634918213,-0.6747325396384752
1.3832440376281738,1.5560161981569813
1.4891588687896729,-0.15755576760753984
1.5950829982757568,1.6437532814910232
1.7010366916656494,-0.17100276860149924
1.807053565979004,0.8139006216073047
1.9129765033721924,0.4633520618692305
2.018944501876831,1.2927644789395687
2.1242384910583496,0.5804287074649196
2.2302181720733643,2.519277854500192
2.334688901901245,1.7909688708197733
2.4406301975250244,3.661024831018954
2.5470314025878906,1.2399455422594983
2.651540994644165,-0.5043807386849901
2.7575457096099854,1.2797134593344877
2.8635542392730713,2.222632669218071
2.9696288108825684,-0.08205385716221894
3.0756256580352783,0.8583086458169158
3.181861639022827,1.308054780901926
3.2877771854400635,3.0741667515970232
3.393686056137085,2.311453293079703
3.4995522499084473,4.5577258065850526
3.60548734664917,3.0729717445098554
3.7113828659057617,4.928760383000796
3.817269802093506,3.0828076216409843
3.92318058013916,5.693016531573005
4.029127359390259,2.760086191707793
4.135086297988892,4.953374566461309
4.2410173416137695,1.501944095935023
4.346938848495483,4.1959433701869955
4.452836751937866,0.09344495103080627
4.558824300765991,3.709169363471282
4.664728403091431,0.22821239424110815
4.770611524581909,3.666604519238437
4.876591682434082,-0.027468730309006872
4.982531547546387,3.134499662743512
5.088523626327515,-0.34153285744488093
5.194459915161133,2.8761636649745372
5.300364971160889,-1.1274816291619654
5.406311273574829,1.476566394854455
5.512188673019409,-1.638539397055449
5.618148565292358,0.6924102109796199
5.724035978317261,-1.8829082163433006
5.8294360637664795,0.5169367121838898
5.935388803482056,-0.32796568474520205
6.041399955749512,0.6195747221631052
6.147326707839966,1.9379256193152248
6.253249406814575,2.830605542198142
6.35920786857605,4.263588673021575
6.465139150619507,2.7764401296522574
6.571161985397339,4.851207312209239
6.677067995071411,2.626865293271897
6.7829742431640625,5.289170054077742
6.888933420181274,2.0521885720812874
6.9949119091033936,4.0277372742651405
7.100786924362183,1.1453233388329889
7.206705093383789,2.848173589266208
7.312561750411987,-0.14722222802617574
7.418476581573486,2.417242930546076
7.52432918548584,-0.044894487647921075
7.630393028259277,2.447209543442139
7.73531436920166,0.19349131891736726
7.841350317001343,0.9383299337302755
7.9473350048065186,0.14406440605107076
8.05421257019043,1.1106329737458864
8.16009259223938,0.6034122782120537
8.266401290893555,1.1165193484696736
8.372247457504272,2.5440487927191664
8.478219270706177,1.1241040724400098
8.58422040939331,3.2786256351423035
8.690075635910034,1.4103464340298966
8.796091556549072,3.5916410526291127
8.902051448822021,1.1643469354970786
9.008042097091675,4.150582084211941
9.113990783691406,0.972734378087089
9.219920635223389,4.094326506940436
9.32577395439148,0.5364345452059314
9.431669473648071,4.011774477165739
9.537524938583374,-0.4755609808227824
9.643544435501099,3.3028659622124508
9.749484539031982,-1.0759455666438331
9.855357646942139,2.2718116284655827
9.961236715316772,-1.9095088460339023
10.067285776138306,1.2202605876864312
10.17315936088562,-2.2479273665448423
10.279093742370605,1.0227262888284137
10.385028600692749,-2.3271323120330294
10.490899562835693,0.8895815813172251
10.596796035766602,-1.1702752924180961
10.702656507492065,0.5801455978812787
10.80853009223938,0.3380605626865725
10.914499998092651,0.4803785383774767
11.020448923110962,1.7430488062099552
11.126437187194824,1.0279033053536506
11.232378721237183,-1.002933555337001
11.338224649429321,-0.9376201436098519
11.444148778915405,-0.9151692089852878
11.550006628036499,-0.9692587701451488
11.655960083007812,-0.9420106804174025
11.761824131011963,-1.1883012766855128
11.867777824401855,-0.9552967490197266
11.973639249801636,-1.0187717277125068
12.079605340957642,-1.15208220974953
12.185532569885254,-1.2022742714631645
12.291405200958252,-1.1287832614970252
12.39730453491211,-1.1216821065523586
12.503130435943604,-1.1433746467668717
12.609108209609985,-1.132218036462908
12.715122938156128,-0.9712316022222944
12.820003032684326,-0.41752789925525824
12.925967693328857,0.8363678192523554
13.031971216201782,3.2332995447961768
13.13781452178955,6.707017172846713
13.24370288848877,11.54316647044935
13.349527835845947,16.134713633166037
13.455430507659912,21.113508171320078
13.561311960220337,24.635754947200674
13.667486190795898,28.091477412672262
13.771780967712402,31.56642104733651
13.875420331954956,34.558776243445564
13.981418371200562,37.56114406783456
14.087451219558716,40.883870627272444
14.193454265594482,44.559706437623134
14.298827409744263,48.245201658369076
14.404808282852173,51.70265993410768
14.510799646377563,54.980760786423495
14.616818189620972,58.29704070490702
14.723292589187622,61.74388470857015
14.82979965209961,65.16918776258174
14.936366081237793,69.271977049932
15.042537689208984,73.9533196388976
15.14857792854309,77.44676274534851
15.2545907497406,80.16967377307549
15.360566854476929,82.6208197372905
15.467021703720093,84.77871095590882
15.57300329208374,86.55461792071513
15.679077625274658,87.98499150128525
