Time (s),Comp Pitch without Low Pass
0.006356239318847656,-0.3186543637243571
0.11274456977844238,-0.2988105095338676
0.2159593105316162,-0.27851645098591965
0.31870436668395996,-0.2575625766673424
0.42145323753356934,-0.30372801361574214
0.5241427421569824,-0.3055063507243233
0.6268317699432373,-0.29051964740291525
0.7294402122497559,-0.2654291007543135
0.8320310115814209,-0.2841355861356337
0.9346451759338379,-0.30280460294304634
1.0373201370239258,-0.29804378661400105
1.139936923980713,-0.2904292583371838
1.2425751686096191,-0.28291385243718764
1.3452661037445068,-0.321693079794878
1.4478776454925537,-0.3186471741763788
1.5504345893859863,-0.2820125422703583
1.6530003547668457,-0.2934568310449152
1.755558729171753,-0.3056761682538967
1.8581922054290771,-0.29153970383968664
1.9607512950897217,-0.27343035037160107
2.063438653945923,-0.29237712315726105
2.1660850048065186,-0.2849003396645483
2.2687830924987793,-0.3081355720549282
2.3713607788085938,-0.3493480460637221
2.473949432373047,-0.322460491550967
2.5765221118927,-0.30113866595315086
2.6790921688079834,-0.3027487435987658
2.7817299365997314,-0.3107494479932153
2.884570598602295,-0.32905923309730273
2.9872794151306152,-0.3556549929904072
3.0899763107299805,-0.32927761903334357
3.192659616470337,-0.35264068096792955
3.2953810691833496,-0.3357917577973358
3.398040294647217,-0.3268517255730165
3.500774383544922,-0.3120455150370843
3.603487253189087,-0.30770910167072174
3.706129312515259,-0.34629441970621677
3.808767080307007,-0.3181712470568562
3.911440849304199,-0.3308466023616945
4.014166593551636,-0.3369962769900497
4.116936922073364,-0.3447478767699993
4.219697952270508,-0.3557143246383961
4.322445869445801,-0.3292075456978683
4.42514705657959,-0.3706764909183738
4.527891635894775,-0.3541764812222683
4.630813360214233,-0.3448795279911756
4.733530282974243,-0.3545608622169594
4.836250066757202,-0.3218217900123852
4.938972473144531,-0.33567709374263516
5.041739225387573,-0.1994234543460154
5.1445136070251465,-0.45373136441307493
5.250551700592041,-0.5939297585814154
5.355967998504639,-1.0998629904352881
5.461967945098877,-1.1404549953034302
5.567326545715332,-1.816482092349495
5.6733269691467285,-3.3453013293202454
5.7793169021606445,-5.706441380719997
5.885344743728638,-6.487221684908137
5.991793870925903,-10.077424842229012
6.098289966583252,-15.130674609641023
6.20433235168457,-21.869328426191274
6.310331583023071,-28.59985986769412
6.416372776031494,-34.69467396624048
6.521178483963013,-39.71973213831973
6.627737522125244,-44.64333727035102
6.734972238540649,-48.693610556416644
6.840312242507935,-54.131707188058584
6.946100950241089,-61.44332203985847
7.052798271179199,-66.8991223091446
7.1573591232299805,-70.6097893243896
7.263413667678833,-73.06211367217111
7.369342803955078,-75.66371217039097
7.475294589996338,-78.37307761377107
7.581248998641968,-80.64724720397277
7.687302112579346,-82.64693620159557
7.793293714523315,-84.50252182124179
7.899348020553589,-84.96705027749516
8.005330085754395,-85.42804075654371
8.111340522766113,-86.78344330792368
8.21751880645752,-88.27138568845879
8.323511362075806,-89.38863372634033
8.429558992385864,-89.88310484251951
8.53557276725769,-90.20694160264586
8.64159870147705,-89.92952071721041
8.74757981300354,-89.35365946612036
8.85370135307312,-89.32642059256226
8.959739685058594,-88.93385351416038
9.065760850906372,-84.11106076499973
9.171852588653564,-67.83077467434777
9.277881622314453,-44.36155823340167
9.383845806121826,-17.64253398006189
9.48991584777832,0.42751445806679067
9.595961570739746,-2.552539121616545
9.701998472213745,-2.6527348839593388
9.807961225509644,-2.6513624570502494
9.913938999176025,-2.6559900152906133
10.019985914230347,-2.71934024262385
10.125989198684692,-2.7331836468891
10.232055187225342,-2.7046415165822464
10.338032007217407,-2.702577973615266
10.444035053253174,-2.7043754819682126
10.549972772598267,-2.7126127121552694
10.655943393707275,-2.717702031296097
10.7619047164917,-2.689953032706162
10.8679780960083,-2.6762895221942666
10.973989248275757,-2.7331285251475395
11.079982042312622,-2.695014102985872
11.186085939407349,-2.7179679572317355
11.29211139678955,-2.7368048022716898
11.398141145706177,-2.682434910086805
11.504117488861084,-2.684358174761249
11.610061168670654,-2.6815842750500822
11.716057300567627,-2.7093819182707453
11.821548461914062,-2.689744072615862
11.927545070648193,-2.672336743648644
12.033675193786621,-2.063095508353947
12.139749526977539,-1.9871263070553926
12.24577784538269,3.7455202807950316
12.351715326309204,11.127723699784067
12.45763111114502,19.179046138464223
12.563483715057373,24.22844076845597
12.669450759887695,30.632663914359583
12.774997472763062,38.66943661038718
12.877740621566772,46.35323211655033
12.98066234588623,52.93126556808542
13.083561658859253,57.16886972648717
13.1864652633667,61.598703356237664
13.289297819137573,65.79578897004978
13.392046928405762,68.54338031463631
13.494941234588623,70.90848456743626
13.597745656967163,74.03283779177721
13.700500726699829,77.03101738495943
13.803253173828125,79.61188129964563
13.906122922897339,82.36888447837836
14.008864402770996,84.27644863724987
14.111658573150635,84.3757930597329
14.21451735496521,85.00125653264803
14.317329168319702,86.7341911634835
14.420090675354004,88.13948570905235
14.522888660430908,89.4977084587041
14.625502347946167,90.62801631266757
14.72807264328003,91.0928429977837
14.830742835998535,91.35827842331685
14.933363199234009,92.07001721303965
15.036027669906616,93.27472337177939
15.138673067092896,94.64898962629303
15.241267442703247,95.09291187089502
15.343843221664429,95.74732299095841
15.446474313735962,95.87920724730739
15.54902982711792,95.29788649277535
15.651634931564331,94.11963143399302
15.754212617874146,91.72857013098596
15.856808185577393,88.31095831762667
15.959357976913452,83.42671645609322
16.061949253082275,75.282849169912
16.16459012031555,63.20914776506994
16.267197608947754,50.00396565622131
16.36975622177124,38.506104265033855
16.472323894500732,29.021783690439058
16.574871063232422,21.643740907314225
16.677445888519287,13.448310344568432
16.7800133228302,6.552180428744421
16.882664918899536,2.220348717902566
16.985326051712036,-2.8662806946437036
17.08792471885681,-1.7930898122557786
17.190565824508667,-3.003289933550421
17.293203592300415,-4.315519817761486
17.395776748657227,-4.227042291333821
17.498388528823853,-4.25251254938429
17.6009361743927,-4.229027696452344
17.70352792739868,-4.247288187184063
17.806105852127075,-4.2395058554321015
17.912235736846924,-4.2547346989322765
18.014935731887817,-4.274845207926503
18.117602348327637,-4.27186857939439
18.220275163650513,-4.25956732516317
18.322930335998535,-4.259712713323173
18.425601720809937,-4.259585323349095
18.52825117111206,-4.2598585644093285
18.630903720855713,-4.241722308162025
18.733624935150146,-4.268098232515077
18.836289167404175,-4.249220622605836
18.938923835754395,-4.272793100746849
19.041593313217163,-4.256066309304776
19.144333600997925,-4.233409994156785
19.247050046920776,-4.267625090918915
19.349825143814087,-4.284631411079271
19.452627658843994,-4.287785125416252
19.555386781692505,-4.2428824164674594
19.65867853164673,-4.296801235700009
19.761374473571777,-4.304123334299341
19.864070653915405,-4.261375052818561
19.966724634170532,-4.281339455364368
20.06944990158081,-4.260892450270704
20.172118186950684,-4.254914448912263
20.274858713150024,-4.279113784131004
20.37760829925537,-4.285882759815396
20.480257987976074,-4.2606625335879995
20.58296775817871,-4.28187385642334
20.685638904571533,-4.289799609872577
20.78829550743103,-4.291717187733981
20.89095950126648,-4.259209676398104
20.993601083755493,-4.274478399319173
21.096304178237915,-4.262680810120921
21.199081420898438,-4.270370838590091
21.301849603652954,-4.291893826077086
21.40458631515503,-4.242307526140132
21.50734257698059,-4.26403239574801
21.61008620262146,-4.268705655266258
21.71287703514099,-4.247330486839827
21.81564950942993,-4.250545288600185
